"unique_id","doc_id","source_name","source_type","region","station","country","year","Regiments","avg_strength","primary_syphilis","secondary_syphilis","gonorrhoea","orchitis_gonorrhoea","phimosis","warts","total_admissions","contracted_elsewhere","contracted_at_station","ratio_per_1000","period_of_occupation","link","new_doc_id"
"TA-0119","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Bassein","India (British Burma)",1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1880"
"TA-0120","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Prome","India (British Burma)",1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1880"
"TA-0121","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Henzada","India (British Burma)",1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1880"
"TA-0122","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Toungoo","India (British Burma)",1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1880"
"TA-0123","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Rangoon","India (British Burma)",1881,NA,1141,54,12,59,1,NA,NA,126,0,126,"110.43","Whole year","https://digital.nls.uk/","BB1881"
"TA-0124","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Thayetmyo","India (British Burma)",1881,NA,712,27,7,16,NA,NA,NA,50,0,50,"70.22","Whole year","https://digital.nls.uk/","BB1881"
"TA-0125","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Toungoo","India (British Burma)",1881,NA,497,13,1,6,NA,NA,NA,20,0,20,"40.24","Whole year","https://digital.nls.uk/","BB1881"
"TA-0126","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Rangoon","India (British Burma)",1882,NA,605,76,32,35,2,NA,NA,145,NA,145,"239.67","Whole year","https://digital.nls.uk/","BB1882"
"TA-0127","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Thayetmyo","India (British Burma)",1882,NA,475,20,8,24,NA,NA,NA,59,NA,59,"124.21","Whole year","https://digital.nls.uk/","BB1882"
"TA-0128","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Toungoo","India (British Burma)",1882,NA,490,15,2,7,NA,NA,NA,24,NA,24,"48.98","Whole year","https://digital.nls.uk/","BB1882"
"TA-0129","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Moulmein","India (British Burma)",1882,NA,352,NA,NA,2,NA,NA,NA,2,NA,2,"5.68","Whole year","https://digital.nls.uk/","BB1882"
"TA-0130","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Moulmein","India (British Burma)",1882,NA,218,3,1,NA,NA,NA,NA,6,NA,6,"27.52","Whole year","https://digital.nls.uk/","BB1882"
"TA-0131","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Akyab","India (British Burma)",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1882"
"TA-0132","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Bassein","India (British Burma)",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1882"
"TA-0133","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Prome","India (British Burma)",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1882"
"TA-0134","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Henzada","India (British Burma)",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1882"
"TA-0135","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Rangoon","India (British Burma)",1883,NA,602,78,33,37,NA,NA,NA,148,NA,148,"245.85","Whole year","https://digital.nls.uk/","BB1883"
"TA-0136","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Thayetmyo","India (British Burma)",1883,NA,472,20,7,27,NA,NA,NA,61,NA,61,"129.24","Whole year","https://digital.nls.uk/","BB1883"
"TA-0137","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Toungoo","India (British Burma)",1883,NA,489,14,2,9,NA,NA,NA,25,NA,25,"51.12","Whole year","https://digital.nls.uk/","BB1883"
"TA-0138","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Moulmein (4th Regiment)","India (British Burma)",1883,NA,353,NA,NA,2,NA,NA,NA,2,NA,2,"5.67","Whole year","https://digital.nls.uk/","BB1883"
"TA-0139","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Moulmein (15th Regiment)","India (British Burma)",1883,NA,219,3,1,NA,NA,NA,NA,6,NA,6,"27.4","Whole year","https://digital.nls.uk/","BB1883"
"TA-0140","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Akyab","India (British Burma)",1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1883"
"TA-0141","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Bassein","India (British Burma)",1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1883"
"TA-0142","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Prome","India (British Burma)",1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1883"
"TA-0143","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Henzada","India (British Burma)",1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1883"
"TA-0144","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Rangoon","India (British Burma)",1884,NA,612,77,32,36,NA,NA,NA,150,NA,150,"245.1","Whole year","https://digital.nls.uk/","BB1884"
"TA-0145","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Thayetmyo","India (British Burma)",1884,NA,471,21,7,28,NA,NA,NA,62,NA,62,"131.63","Whole year","https://digital.nls.uk/","BB1884"
"TA-0146","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Toungoo","India (British Burma)",1884,NA,488,13,3,9,NA,NA,NA,25,NA,25,"51.23","Whole year","https://digital.nls.uk/","BB1884"
"TA-0147","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Moulmein (4th Regiment)","India (British Burma)",1884,NA,351,NA,NA,2,NA,NA,NA,2,NA,2,"5.7","Whole year","https://digital.nls.uk/","BB1884"
"TA-0148","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Moulmein (15th Regiment)","India (British Burma)",1884,NA,220,3,1,NA,NA,NA,NA,6,NA,6,"27.27","Whole year","https://digital.nls.uk/","BB1884"
"TA-0149","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Akyab","India (British Burma)",1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1884"
"TA-0150","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Bassein","India (British Burma)",1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1884"
"TA-0151","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Prome","India (British Burma)",1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1884"
"TA-0152","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Henzada","India (British Burma)",1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1884"
"TA-0153","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Rangoon","British India",1885,NA,608,74,31,34,NA,NA,NA,150,NA,150,"246.71","Whole year","https://digital.nls.uk/","BB1885"
"TA-0154","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Thayetmyo","British India",1885,NA,473,23,7,27,NA,NA,NA,62,NA,62,"131.08000000000001","Whole year","https://digital.nls.uk/","BB1885"
"TA-0155","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Toungoo","British India",1885,NA,486,14,2,8,NA,NA,NA,24,NA,24,"49.38","Whole year","https://digital.nls.uk/","BB1885"
"TA-0156","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Moulmein (4th Regiment)","British India",1885,NA,350,NA,NA,2,NA,NA,NA,2,NA,2,"5.71","Whole year","https://digital.nls.uk/","BB1885"
"TA-0157","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Moulmein (15th Regiment)","British India",1885,NA,221,3,1,NA,NA,NA,NA,6,NA,6,"27.15","Whole year","https://digital.nls.uk/","BB1885"
"TA-0158","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Akyab","British India",1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1885"
"TA-0159","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Bassein","British India",1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1885"
"TA-0160","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Prome","British India",1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1885"
"TA-0161","BB1886","Burma Lock Hospitals Report","Colonial Medical Annual Lock Hospital Report","British Burma Division","Henzada","British India",1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1885"
"TA-0172","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","British Burma Division","Rangoon","India (British Burma)",1876,NA,NA,62,NA,NA,NA,NA,NA,450,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1876"
"TA-0173","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","British Burma Division","Thayetmyo","India (British Burma)",1876,NA,NA,67,NA,NA,NA,NA,NA,60,NA,NA,NA,"Whole year","https://digital.nls.uk/","BB1876"
"TA-0174","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","British Burma Division","Tonghoo","India (British Burma)",1876,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://digital.nls.uk/","BB1876"
"TA-0175","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Kamptee (33rd Regiment)","British India",1877,NA,567,45,5,82,3,NA,5,143,6,137,"252.2",NA,"https://digital.nls.uk/","MD1877"
"TA-0176","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Kamptee (Royal Artillery, Nagpore Force)","British India",1877,NA,260,3,2,37,NA,NA,NA,45,NA,45,"173.07",NA,"https://digital.nls.uk/","MD1877"
"TA-0177","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Bangalore","British India",1877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"253.6",NA,"https://digital.nls.uk/","MD1877"
"TA-0178","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Bellary","British India",1877,NA,845.83,244,NA,NA,NA,NA,NA,394,NA,NA,"465.81",NA,"https://digital.nls.uk/","MD1877"
"TA-0179","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Cannanore","British India",1877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87.8",NA,"https://digital.nls.uk/","MD1877"
"TA-0180","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","St. Thomas' Mount","British India",1877,NA,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,"126.09",NA,"https://digital.nls.uk/","MD1877"
"TA-0181","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Secunderabad","British India",1877,NA,2327,NA,NA,NA,NA,NA,NA,491,NA,NA,"211",NA,"https://digital.nls.uk/","MD1877"
"TA-0182","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Seetabuldee","British India",1877,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"320",NA,"https://digital.nls.uk/","MD1877"
"TA-0183","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Wellington","British India",1877,NA,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125.27",NA,"https://digital.nls.uk/","MD1877"
"TA-0184","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Bangalore","British India",1878,NA,NA,NA,NA,NA,NA,NA,NA,705,NA,NA,"295.02999999999997",NA,"https://digital.nls.uk/","MD1878"
"TA-0185","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Bellary","British India",1878,NA,NA,244,NA,NA,NA,NA,NA,394,NA,NA,"465.81",NA,"https://digital.nls.uk/","MD1878"
"TA-0186","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Cannanore","British India",1878,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,"87.8",NA,"https://digital.nls.uk/","MD1878"
"TA-0187","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Secunderabad","British India",1878,NA,NA,NA,NA,NA,NA,NA,NA,491,NA,NA,"211",NA,"https://digital.nls.uk/","MD1878"
"TA-0188","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","St. Thomas' Mount","British India",1878,NA,NA,NA,NA,NA,NA,NA,NA,192,NA,NA,"126.09",NA,"https://digital.nls.uk/","MD1878"
"TA-0189","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Wellington","British India",1878,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,"125.27",NA,"https://digital.nls.uk/","MD1878"
"TA-0190","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Seetabuldee (Detachment, 33rd)","British India",1878,NA,47.06,9,0,12,NA,NA,NA,23,NA,NA,"488.73",NA,"https://digital.nls.uk/","MD1878"
"TA-0191","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Burma","Tonghoo (Burma)","India (British Burma)",1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://digital.nls.uk/","BB1878"
"TA-0192","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Bangalore","British India",1879,NA,1278,NA,NA,NA,NA,NA,NA,565,NA,NA,"422.09",NA,"https://digital.nls.uk/","MD1879"
"TA-0193","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Bellary","British India",1879,NA,599,NA,NA,NA,NA,NA,NA,246,NA,NA,"410.68",NA,"https://digital.nls.uk/","MD1879"
"TA-0194","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Belgaum","British India",1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://digital.nls.uk/","MD1879"
"TA-0195","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Cannanore","British India",1879,NA,428,NA,NA,NA,NA,NA,NA,106,NA,NA,"247.66",NA,"https://digital.nls.uk/","MD1879"
"TA-0196","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Kamptee","British India",1879,NA,877,NA,NA,NA,NA,NA,NA,256,NA,NA,"291.89999999999998",NA,"https://digital.nls.uk/","MD1879"
"TA-0197","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","St. Thomas' Mount","British India",1879,NA,306,NA,NA,NA,NA,NA,NA,116,NA,NA,"379.08",NA,"https://digital.nls.uk/","MD1879"
"TA-0198","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Secunderabad","British India",1879,NA,2181,NA,NA,NA,NA,NA,NA,521,NA,NA,"233.88",NA,"https://digital.nls.uk/","MD1879"
"TA-0199","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Seetabuldee","British India",1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://digital.nls.uk/","MD1879"
"TA-0200","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Trichinopoly","British India",1879,NA,164,NA,NA,NA,NA,NA,NA,56,NA,NA,"341.46",NA,"https://digital.nls.uk/","MD1879"
"TA-0201","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Wellington","British India",1879,NA,473,NA,NA,NA,NA,NA,NA,96,NA,NA,"202.95",NA,"https://digital.nls.uk/","MD1879"
"TA-0202","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Bangalore","British India",1880,NA,1258,NA,NA,NA,NA,NA,NA,541,NA,NA,"430.04",NA,"https://digital.nls.uk/","MD1880"
"TA-0203","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Bellary","British India",1880,NA,376,NA,NA,NA,NA,NA,NA,185,NA,NA,"492.04",NA,"https://digital.nls.uk/","MD1880"
"TA-0204","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Belgaum","British India",1880,NA,1026,NA,NA,NA,NA,NA,NA,156,NA,NA,"152.04",NA,"https://digital.nls.uk/","MD1880"
"TA-0205","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Cannanore","British India",1880,NA,481,NA,NA,NA,NA,NA,NA,92,NA,NA,"191.26",NA,"https://digital.nls.uk/","MD1880"
"TA-0206","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Kamptee","British India",1880,NA,770,NA,NA,NA,NA,NA,NA,126,NA,NA,"163.63",NA,"https://digital.nls.uk/","MD1880"
"TA-0207","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","St. Thomas' Mount","British India",1880,NA,344,NA,NA,NA,NA,NA,NA,161,NA,NA,"468.02",NA,"https://digital.nls.uk/","MD1880"
"TA-0208","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Secunderabad","British India",1880,NA,2530,NA,NA,NA,NA,NA,NA,833,NA,NA,"329.24",NA,"https://digital.nls.uk/","MD1880"
"TA-0209","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Seetabuldee","British India",1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Lock Hosp.",NA,"https://digital.nls.uk/","MD1880"
"TA-0210","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Trichinopoly","British India",1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Europ. Tr.",NA,"https://digital.nls.uk/","MD1880"
"TA-0211","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Wellington","British India",1880,NA,517,NA,NA,NA,NA,NA,NA,96,NA,NA,"185.68",NA,"https://digital.nls.uk/","MD1880"
"TA-0212","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Bangalore","British India",1881,NA,1389,NA,NA,NA,NA,NA,NA,439,NA,NA,"316.05",NA,"https://digital.nls.uk/","MD1881"
"TA-0213","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Bellary","British India",1881,NA,445,NA,NA,NA,NA,NA,NA,177,NA,NA,"397.75",NA,"https://digital.nls.uk/","MD1881"
"TA-0214","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Belgaum","British India",1881,NA,907,NA,NA,NA,NA,NA,NA,209,NA,NA,"230.43",NA,"https://digital.nls.uk/","MD1881"
"TA-0215","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Cannanore","British India",1881,NA,593,NA,NA,NA,NA,NA,NA,96,NA,NA,"161.88",NA,"https://digital.nls.uk/","MD1881"
"TA-0216","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Kamptee","British India",1881,NA,848,NA,NA,NA,NA,NA,NA,123,NA,NA,"145.04",NA,"https://digital.nls.uk/","MD1881"
"TA-0217","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","St. Thomas' Mount","British India",1881,NA,363,NA,NA,NA,NA,NA,NA,71,NA,NA,"195.59",NA,"https://digital.nls.uk/","MD1881"
"TA-0218","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Secunderabad","British India",1881,NA,2401,NA,NA,NA,NA,NA,NA,594,NA,NA,"247.39",NA,"https://digital.nls.uk/","MD1881"
"TA-0219","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Seetabuldee","British India",1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Lock Hosp.",NA,"https://digital.nls.uk/","MD1881"
"TA-0220","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Trichinopoly","British India",1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Europ. Tr.",NA,"https://digital.nls.uk/","MD1881"
"TA-0221","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Wellington","British India",1881,NA,563,NA,NA,NA,NA,NA,NA,81,NA,NA,"143.87",NA,"https://digital.nls.uk/","MD1881"
"TA-0222","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Bangalore","British India",1882,NA,1688,NA,NA,NA,NA,NA,NA,544,NA,NA,"322.27",NA,"https://digital.nls.uk/","MD1882"
"TA-0223","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Bellary","British India",1882,NA,942,NA,NA,NA,NA,NA,NA,372,NA,NA,"394.9",NA,"https://digital.nls.uk/","MD1882"
"TA-0224","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Belgaum","British India",1882,NA,812,NA,NA,NA,NA,NA,NA,190,NA,NA,"233.99",NA,"https://digital.nls.uk/","MD1882"
"TA-0225","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Cannanore","British India",1882,NA,710,NA,NA,NA,NA,NA,NA,98,NA,NA,"138.02000000000001",NA,"https://digital.nls.uk/","MD1882"
"TA-0226","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Kamptee","British India",1882,NA,810,NA,NA,NA,NA,NA,NA,134,NA,NA,"165.43",NA,"https://digital.nls.uk/","MD1882"
"TA-0227","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","St. Thomas' Mount","British India",1882,NA,377,NA,NA,NA,NA,NA,NA,56,NA,NA,"148.54",NA,"https://digital.nls.uk/","MD1882"
"TA-0228","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Secunderabad","British India",1882,NA,2534,NA,NA,NA,NA,NA,NA,665,NA,NA,"262.43",NA,"https://digital.nls.uk/","MD1882"
"TA-0229","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Seetabuldee","British India",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Lock Hosp.",NA,"https://digital.nls.uk/","MD1882"
"TA-0230","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Trichinopoly","British India",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Europ. Tr.",NA,"https://digital.nls.uk/","MD1882"
"TA-0231","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Wellington","British India",1882,NA,633,NA,NA,NA,NA,NA,NA,101,NA,NA,"160.36000000000001",NA,"https://digital.nls.uk/","MD1882"
"TA-0232","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Bangalore","British India",1883,NA,1827,NA,NA,NA,NA,NA,NA,680,NA,NA,"372.19",NA,"https://digital.nls.uk/","MD1883"
"TA-0233","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Bellary","British India",1883,NA,983,NA,NA,NA,NA,NA,NA,300,NA,NA,"305.19",NA,"https://digital.nls.uk/","MD1883"
"TA-0234","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Belgaum","British India",1883,NA,693,NA,NA,NA,NA,NA,NA,112,NA,NA,"161.61000000000001",NA,"https://digital.nls.uk/","MD1883"
"TA-0235","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Cannanore","British India",1883,NA,686,NA,NA,NA,NA,NA,NA,83,NA,NA,"120.99",NA,"https://digital.nls.uk/","MD1883"
"TA-0236","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","Kamptee","British India",1883,NA,552,NA,NA,NA,NA,NA,NA,91,NA,NA,"164.85",NA,"https://digital.nls.uk/","MD1883"
"TA-0237","MD1876","Madras Lock Hospital Reports","Colonial Medical Annual Lock Hospital Report","Madras Presidency","St. Thomas' Mount","British India",1883,NA,332,NA,NA,NA,NA,NA,NA,56,NA,NA,"168.67",NA,"https://digital.nls.uk/","MD1883"
